date,name,time,slot_id,hash,match_score
2025-05-20,Spass,03:48:16,0,87e7ca0b19d3455b72e461bfe02e7ecb0d3d2441ff12019bdb6d8153f421e4c2,76
2025-05-20,Spass,03:49:07,0,17456e44e0c3982ef61743f50b4a948fd957d50c4cfeee3b1666305f7bbf40c0,0
2025-05-20,,03:49:23,1,8e38422538f6e5e7346bc53c3d8919e1911dadf9d59b6165fbe673ccc750b8fa,0
2025-05-20,,03:49:29,2,6ff5582fa58fe8b17c6a1e8de788258fc49c4134a2e2d8e1a327fcac32626b6b,0
